stimOne,stimTwo,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,presentation_positions,resp_key,corresponding_image,participant ID (two digits, e.g. 01),age,gender (m/f/-),normal or corrected-to-normal vision (y/n),normal colour vision (y/n),date,expName,frameRate,
stimuli/hdri_bump_10_a.png,stimuli/hdri_bump_10_b.png,0,0,0,9,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/lamp_bump_01_a.png,stimuli/lamp_bump_01_b.png,0,1,1,20,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/lamp_bump_08_a.png,stimuli/lamp_bump_08_b.png,0,2,2,27,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/lamp_bump_07_a.png,stimuli/lamp_bump_07_b.png,0,3,3,26,"[0, 1]",left,0,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/hdri_light_08_a.png,stimuli/hdri_light_08_b.png,0,4,4,17,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/hdri_light_07_a.png,stimuli/hdri_light_07_b.png,0,5,5,16,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/lamp_light_01_a.png,stimuli/lamp_light_01_b.png,0,6,6,30,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/hdri_light_01_a.png,stimuli/hdri_light_01_b.png,0,7,7,10,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/hdri_bump_09_a.png,stimuli/hdri_bump_09_b.png,0,8,8,8,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/hdri_bump_06_a.png,stimuli/hdri_bump_06_b.png,0,9,9,5,"[0, 1]",right,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/hdri_bump_07_a.png,stimuli/hdri_bump_07_b.png,0,10,10,6,"[0, 1]",right,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/lamp_bump_03_a.png,stimuli/lamp_bump_03_b.png,0,11,11,22,"[0, 1]",right,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/hdri_bump_03_a.png,stimuli/hdri_bump_03_b.png,0,12,12,2,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/lamp_light_03_a.png,stimuli/lamp_light_03_b.png,0,13,13,32,"[0, 1]",right,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/hdri_light_05_a.png,stimuli/hdri_light_05_b.png,0,14,14,14,"[0, 1]",left,0,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/hdri_bump_05_a.png,stimuli/hdri_bump_05_b.png,0,15,15,4,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/lamp_light_05_a.png,stimuli/lamp_light_05_b.png,0,16,16,34,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/hdri_bump_02_a.png,stimuli/hdri_bump_02_b.png,0,17,17,1,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/lamp_light_04_a.png,stimuli/lamp_light_04_b.png,0,18,18,33,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/hdri_bump_08_a.png,stimuli/hdri_bump_08_b.png,0,19,19,7,"[0, 1]",right,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/hdri_bump_01_a.png,stimuli/hdri_bump_01_b.png,0,20,20,0,"[0, 1]",right,1,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
stimuli/hdri_light_04_a.png,stimuli/hdri_light_04_b.png,0,21,21,13,"[0, 1]",left,0,38,24,m,y,y,2019_Jul_12_1324,2AFC_task,59.90452416591649,
