stimOne,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,rating,decisionTime,participant ID (two digits, e.g. 01),age,gender (m/f/-),normal or corrected-to-normal vision (y/n),normal colour vision (y/n),date,expName,frameRate,
stimuli\rgb_scene000004.png,0,0,0,3,3,19.161,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000008.png,0,1,1,7,1,4.199,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000037.png,0,2,2,36,1,3.301,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000010.png,0,3,3,9,1,4.02,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000040.png,0,4,4,39,2,4.3,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000020.png,0,5,5,19,1,2.982,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000021.png,0,6,6,20,6,2.262,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000030.png,0,7,7,29,5,2.712,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000024.png,0,8,8,23,3,2.447,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000026.png,0,9,9,25,3,4.349,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000003.png,0,10,10,2,5,2.497,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000032.png,0,11,11,31,2,2.317,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000033.png,0,12,12,32,3,8.034,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000039.png,0,13,13,38,1,3.233,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000042.png,0,14,14,41,4,2.814,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
stimuli\rgb_scene000038.png,0,15,15,37,6,2.545,12,22,f,y,y,2019_Apr_08_1118,gloss_ratings_task,59.97044837659745,
