stimOne,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,rating,decisionTime,participant ID (two digits, e.g. 01),age,gender (m/f/-),normal or corrected-to-normal vision (y/n),normal colour vision (y/n),date,expName,frameRate,
stimuli\rgb_scene000029.png,0,0,0,28,2,7.26,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000031.png,0,1,1,30,1,2.917,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000008.png,0,2,2,7,3,1.28,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000003.png,0,3,3,2,4,2.03,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000030.png,0,4,4,29,5,1.456,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000034.png,0,5,5,33,4,2.061,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000024.png,0,6,6,23,2,1.465,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000039.png,0,7,7,38,1,1.413,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000043.png,0,8,8,42,2,1.083,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000028.png,0,9,9,27,5,1.342,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000016.png,0,10,10,15,2,1.134,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000009.png,0,11,11,8,2,1.164,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000026.png,0,12,12,25,2,1.562,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000002.png,0,13,13,1,5,1.412,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000015.png,0,14,14,14,3,1.032,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000013.png,0,15,15,12,2,1.056,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000001.png,0,16,16,0,3,1.164,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000027.png,0,17,17,26,2,1.863,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000025.png,0,18,18,24,1,1.603,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000017.png,0,19,19,16,6,1.609,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000004.png,0,20,20,3,4,1.295,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000035.png,0,21,21,34,5,1.158,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000023.png,0,22,22,22,2,1.602,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000036.png,0,23,23,35,1,1.601,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000010.png,0,24,24,9,1,1.749,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000047.png,0,25,25,46,4,1.871,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000048.png,0,26,26,47,5,1.336,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000038.png,0,27,27,37,6,1.247,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000005.png,0,28,28,4,2,1.284,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000037.png,0,29,29,36,1,2.472,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000042.png,0,30,30,41,3,1.011,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000040.png,0,31,31,39,2,1.284,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000045.png,0,32,32,44,3,0.949,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000041.png,0,33,33,40,2,1.623,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000022.png,0,34,34,21,2,1.652,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000011.png,0,35,35,10,2,1.313,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000050.png,0,36,36,49,3,1.182,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000032.png,0,37,37,31,2,1.788,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000021.png,0,38,38,20,5,1.745,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000049.png,0,39,39,48,3,3.612,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000033.png,0,40,40,32,2,1.76,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000020.png,0,41,41,19,2,1.669,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000006.png,0,42,42,5,1,1.333,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000046.png,0,43,43,45,3,1.222,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000018.png,0,44,44,17,2,1.29,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000007.png,0,45,45,6,5,1.81,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000019.png,0,46,46,18,2,1.334,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000014.png,0,47,47,13,2,2.102,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000012.png,0,48,48,11,1,1.45,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000044.png,0,49,49,43,5,1.637,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000031.png,1,0,50,30,1,1.965,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000002.png,1,1,51,1,5,1.212,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000037.png,1,2,52,36,2,1.466,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000021.png,1,3,53,20,5,1.06,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000045.png,1,4,54,44,3,0.963,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000039.png,1,5,55,38,2,1.064,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000029.png,1,6,56,28,2,1.38,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000044.png,1,7,57,43,5,1.641,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000030.png,1,8,58,29,6,1.462,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000006.png,1,9,59,5,2,1.182,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000012.png,1,10,60,11,2,1.2,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000041.png,1,11,61,40,2,1.03,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000027.png,1,12,62,26,1,1.113,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000014.png,1,13,63,13,1,1.413,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000009.png,1,14,64,8,2,1.015,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000005.png,1,15,65,4,2,0.982,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000028.png,1,16,66,27,5,1.179,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
stimuli\rgb_scene000026.png,1,17,67,25,3,1.512,14,25,m,y,y,2019_Apr_08_1427,gloss_ratings_task,59.93578038065605,
