stimOne,stimTwo,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,presentation_positions,resp_key,corresponding_image,participant ID (two digits, e.g. 01),age,gender (m/f/-),normal or corrected-to-normal vision (y/n),normal colour vision (y/n),date,expName,frameRate,
stimuli/rgb_scene000005_render000002.png,stimuli/rgb_scene000005_render000003.png,0,0,0,32,"[0, 1]",left,0,253,25,f,y,y,2019_Apr_29_1302,2AFC_task,59.955323691246534,
stimuli/rgb_scene000095_render000002.png,stimuli/rgb_scene000095_render000003.png,0,1,1,95,"[0, 1]",right,1,253,25,f,y,y,2019_Apr_29_1302,2AFC_task,59.955323691246534,
stimuli/rgb_scene000102_render000001.png,stimuli/rgb_scene000102_render000003.png,0,2,2,133,"[0, 1]",right,1,253,25,f,y,y,2019_Apr_29_1302,2AFC_task,59.955323691246534,
stimuli/rgb_scene000096_render000004.png,stimuli/rgb_scene000096_render000006.png,0,3,3,124,"[1, 0]",left,1,253,25,f,y,y,2019_Apr_29_1302,2AFC_task,59.955323691246534,
stimuli/rgb_scene000102_render000001.png,stimuli/rgb_scene000102_render000002.png,0,4,4,132,"[1, 0]",left,1,253,25,f,y,y,2019_Apr_29_1302,2AFC_task,59.955323691246534,
stimuli/rgb_scene000195_render000001.png,stimuli/rgb_scene000195_render000005.png,0,5,5,198,"[1, 0]",left,1,253,25,f,y,y,2019_Apr_29_1302,2AFC_task,59.955323691246534,
stimuli/rgb_scene000096_render000002.png,stimuli/rgb_scene000096_render000005.png,0,6,6,118,"[1, 0]",left,1,253,25,f,y,y,2019_Apr_29_1302,2AFC_task,59.955323691246534,
stimuli/rgb_scene000004_render000002.png,stimuli/rgb_scene000004_render000003.png,0,7,7,11,"[1, 0]",left,1,253,25,f,y,y,2019_Apr_29_1302,2AFC_task,59.955323691246534,
stimuli/rgb_scene000102_render000000.png,stimuli/rgb_scene000102_render000006.png,0,8,8,131,"[0, 1]",right,1,253,25,f,y,y,2019_Apr_29_1302,2AFC_task,59.955323691246534,
stimuli/rgb_scene000005_render000000.png,stimuli/rgb_scene000005_render000001.png,0,9,9,21,"[0, 1]",right,1,253,25,f,y,y,2019_Apr_29_1302,2AFC_task,59.955323691246534,
