stimOne,stimTwo,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,presentation_positions,resp_key,corresponding_image,participant ID (two digits, e.g. 01),age,gender (m/f/-),normal or corrected-to-normal vision (y/n),normal colour vision (y/n),date,expName,frameRate,
stimuli/rgb_scene000113_render000002.png,stimuli/rgb_scene000113_render000004.png,0,0,0,159,"[1, 0]",left,1,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000005_render000003.png,stimuli/rgb_scene000005_render000006.png,0,1,1,38,"[0, 1]",left,0,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000113_render000001.png,stimuli/rgb_scene000113_render000003.png,0,2,2,154,"[1, 0]",left,1,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000113_render000000.png,stimuli/rgb_scene000113_render000002.png,0,3,3,148,"[0, 1]",right,1,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000005_render000002.png,stimuli/rgb_scene000005_render000005.png,0,4,4,34,"[1, 0]",right,0,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000113_render000003.png,stimuli/rgb_scene000113_render000004.png,0,5,5,162,"[0, 1]",right,1,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000012_render000001.png,stimuli/rgb_scene000012_render000003.png,0,6,6,49,"[0, 1]",right,1,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000095_render000001.png,stimuli/rgb_scene000095_render000006.png,0,7,7,94,"[1, 0]",left,1,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000012_render000000.png,stimuli/rgb_scene000012_render000004.png,0,8,8,45,"[0, 1]",right,1,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000004_render000002.png,stimuli/rgb_scene000004_render000003.png,0,9,9,11,"[1, 0]",left,1,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000012_render000003.png,stimuli/rgb_scene000012_render000005.png,0,10,10,58,"[0, 1]",right,1,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000195_render000004.png,stimuli/rgb_scene000195_render000006.png,0,11,11,208,"[0, 1]",left,0,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000012_render000000.png,stimuli/rgb_scene000012_render000005.png,0,12,12,46,"[0, 1]",right,1,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000095_render000000.png,stimuli/rgb_scene000095_render000002.png,0,13,13,85,"[1, 0]",left,1,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000113_render000002.png,stimuli/rgb_scene000113_render000005.png,0,14,14,160,"[1, 0]",left,1,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000004_render000001.png,stimuli/rgb_scene000004_render000004.png,0,15,15,8,"[0, 1]",right,1,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
stimuli/rgb_scene000090_render000000.png,stimuli/rgb_scene000090_render000002.png,0,16,16,64,"[0, 1]",right,1,524,20,m,y,y,2019_Apr_29_1357,2AFC_task,59.93809952679321,
