stimOne,stimTwo,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,presentation_positions,resp_key,corresponding_image,participant ID (two digits, e.g. 01),age,gender (m/f/-),normal or corrected-to-normal vision (y/n),normal colour vision (y/n),date,expName,frameRate,
stimuli/rgb_scene000102_render000000.png,stimuli/rgb_scene000102_render000003.png,0,0,0,128,"[1, 0]",left,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000113_render000002.png,stimuli/rgb_scene000113_render000003.png,0,1,1,158,"[1, 0]",left,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000012_render000000.png,stimuli/rgb_scene000012_render000006.png,0,2,2,47,"[0, 1]",right,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000195_render000002.png,stimuli/rgb_scene000195_render000003.png,0,3,3,200,"[0, 1]",right,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000195_render000004.png,stimuli/rgb_scene000195_render000005.png,0,4,4,207,"[1, 0]",left,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000090_render000002.png,stimuli/rgb_scene000090_render000004.png,0,5,5,75,"[1, 0]",left,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000095_render000002.png,stimuli/rgb_scene000095_render000005.png,0,6,6,97,"[0, 1]",right,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000004_render000002.png,stimuli/rgb_scene000004_render000004.png,0,7,7,12,"[1, 0]",left,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000113_render000005.png,stimuli/rgb_scene000113_render000006.png,0,8,8,167,"[1, 0]",left,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000095_render000005.png,stimuli/rgb_scene000095_render000006.png,0,9,9,104,"[0, 1]",right,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000090_render000002.png,stimuli/rgb_scene000090_render000005.png,0,10,10,76,"[1, 0]",left,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000012_render000001.png,stimuli/rgb_scene000012_render000005.png,0,11,11,51,"[1, 0]",left,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000113_render000000.png,stimuli/rgb_scene000113_render000005.png,0,12,12,151,"[0, 1]",right,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000096_render000000.png,stimuli/rgb_scene000096_render000005.png,0,13,13,109,"[0, 1]",right,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000102_render000000.png,stimuli/rgb_scene000102_render000001.png,0,14,14,126,"[0, 1]",right,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
stimuli/rgb_scene000102_render000002.png,stimuli/rgb_scene000102_render000004.png,0,15,15,138,"[1, 0]",left,1,963,23,m,y,y,2019_May_02_1006,2AFC_task,59.9786055034218,
