stimOne,stimTwo,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,presentation_positions,resp_key,corresponding_image,participant ID (two digits, e.g. 01),age,gender (m/f/-),normal or corrected-to-normal vision (y/n),normal colour vision (y/n),date,expName,frameRate,
stimuli/rgb_scene000146_render000000.png,stimuli/rgb_scene000146_render000001.png,0,0,0,168,"[0, 1]",right,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000004_render000000.png,stimuli/rgb_scene000004_render000005.png,0,1,1,4,"[1, 0]",left,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000012_render000003.png,stimuli/rgb_scene000012_render000005.png,0,2,2,58,"[1, 0]",left,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000113_render000000.png,stimuli/rgb_scene000113_render000002.png,0,3,3,148,"[0, 1]",right,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000090_render000001.png,stimuli/rgb_scene000090_render000005.png,0,4,4,72,"[1, 0]",right,0,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000195_render000004.png,stimuli/rgb_scene000195_render000005.png,0,5,5,207,"[0, 1]",right,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000005_render000003.png,stimuli/rgb_scene000005_render000006.png,0,6,6,38,"[1, 0]",right,0,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000113_render000000.png,stimuli/rgb_scene000113_render000006.png,0,7,7,152,"[1, 0]",left,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000146_render000002.png,stimuli/rgb_scene000146_render000004.png,0,8,8,180,"[1, 0]",left,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000012_render000001.png,stimuli/rgb_scene000012_render000002.png,0,9,9,48,"[1, 0]",left,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000095_render000004.png,stimuli/rgb_scene000095_render000005.png,0,10,10,102,"[1, 0]",left,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000113_render000002.png,stimuli/rgb_scene000113_render000006.png,0,11,11,161,"[1, 0]",left,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000146_render000001.png,stimuli/rgb_scene000146_render000002.png,0,12,12,174,"[1, 0]",left,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000004_render000001.png,stimuli/rgb_scene000004_render000004.png,0,13,13,8,"[1, 0]",left,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000096_render000000.png,stimuli/rgb_scene000096_render000001.png,0,14,14,105,"[0, 1]",right,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000096_render000001.png,stimuli/rgb_scene000096_render000006.png,0,15,15,115,"[0, 1]",right,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000195_render000001.png,stimuli/rgb_scene000195_render000006.png,0,16,16,199,"[0, 1]",right,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000005_render000004.png,stimuli/rgb_scene000005_render000005.png,0,17,17,39,"[1, 0]",right,0,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000004_render000001.png,stimuli/rgb_scene000004_render000002.png,0,18,18,6,"[1, 0]",left,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000096_render000003.png,stimuli/rgb_scene000096_render000004.png,0,19,19,120,"[0, 1]",right,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000113_render000003.png,stimuli/rgb_scene000113_render000006.png,0,20,20,164,"[0, 1]",right,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000195_render000004.png,stimuli/rgb_scene000195_render000006.png,0,21,21,208,"[0, 1]",left,0,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000004_render000004.png,stimuli/rgb_scene000004_render000005.png,0,22,22,18,"[1, 0]",left,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
stimuli/rgb_scene000004_render000002.png,stimuli/rgb_scene000004_render000003.png,0,23,23,11,"[1, 0]",left,1,525,25,m,y,y,2019_Apr_30_1308,2AFC_task,59.905273823882204,
