stimOne,stimTwo,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,presentation_positions,resp_key,corresponding_image,participant ID (two digits, e.g. 01),age,gender (m/f/-),normal or corrected-to-normal vision (y/n),normal colour vision (y/n),date,expName,frameRate,
stimuli/rgb_scene000147_render000002.png,stimuli/rgb_scene000147_render000005.png,0,0,0,97,"[1, 0]",left,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000169_render000001.png,stimuli/rgb_scene000169_render000004.png,0,1,1,176,"[1, 0]",right,0,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000147_render000000.png,stimuli/rgb_scene000147_render000002.png,0,2,2,85,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000160_render000000.png,stimuli/rgb_scene000160_render000004.png,0,3,3,129,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000056_render000001.png,stimuli/rgb_scene000056_render000005.png,0,4,4,51,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000169_render000000.png,stimuli/rgb_scene000169_render000004.png,0,5,5,171,"[1, 0]",left,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000056_render000004.png,stimuli/rgb_scene000056_render000006.png,0,6,6,61,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000169_render000004.png,stimuli/rgb_scene000169_render000005.png,0,7,7,186,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000056_render000002.png,stimuli/rgb_scene000056_render000004.png,0,8,8,54,"[1, 0]",left,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000066_render000000.png,stimuli/rgb_scene000066_render000003.png,0,9,9,65,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000066_render000002.png,stimuli/rgb_scene000066_render000004.png,0,10,10,75,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000165_render000004.png,stimuli/rgb_scene000165_render000005.png,0,11,11,165,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000150_render000004.png,stimuli/rgb_scene000150_render000006.png,0,12,12,124,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000147_render000002.png,stimuli/rgb_scene000147_render000006.png,0,13,13,98,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000147_render000000.png,stimuli/rgb_scene000147_render000006.png,0,14,14,89,"[1, 0]",left,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000169_render000005.png,stimuli/rgb_scene000169_render000006.png,0,15,15,188,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000066_render000001.png,stimuli/rgb_scene000066_render000003.png,0,16,16,70,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000056_render000003.png,stimuli/rgb_scene000056_render000006.png,0,17,17,59,"[1, 0]",left,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000042_render000002.png,stimuli/rgb_scene000042_render000003.png,0,18,18,11,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000196_render000001.png,stimuli/rgb_scene000196_render000004.png,0,19,19,197,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000066_render000001.png,stimuli/rgb_scene000066_render000004.png,0,20,20,71,"[1, 0]",left,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000196_render000001.png,stimuli/rgb_scene000196_render000003.png,0,21,21,196,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000150_render000001.png,stimuli/rgb_scene000150_render000006.png,0,22,22,115,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000056_render000002.png,stimuli/rgb_scene000056_render000003.png,0,23,23,53,"[1, 0]",left,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000047_render000001.png,stimuli/rgb_scene000047_render000006.png,0,24,24,31,"[1, 0]",left,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000169_render000000.png,stimuli/rgb_scene000169_render000002.png,0,25,25,169,"[1, 0]",right,0,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000169_render000002.png,stimuli/rgb_scene000169_render000003.png,0,26,26,179,"[1, 0]",left,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000196_render000002.png,stimuli/rgb_scene000196_render000005.png,0,27,27,202,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000150_render000000.png,stimuli/rgb_scene000150_render000006.png,0,28,28,110,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000169_render000001.png,stimuli/rgb_scene000169_render000002.png,0,29,29,174,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000165_render000004.png,stimuli/rgb_scene000165_render000006.png,0,30,30,166,"[1, 0]",left,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000150_render000005.png,stimuli/rgb_scene000150_render000006.png,0,31,31,125,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000066_render000001.png,stimuli/rgb_scene000066_render000006.png,0,32,32,73,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000066_render000000.png,stimuli/rgb_scene000066_render000006.png,0,33,33,68,"[1, 0]",left,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
stimuli/rgb_scene000165_render000003.png,stimuli/rgb_scene000165_render000005.png,0,34,34,163,"[0, 1]",right,1,77,25,f,y,y,2019_Jul_15_1442,2AFC_task,59.91460968279924,
