stimOne,stimTwo,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,presentation_positions,resp_key,corresponding_image,participant ID (two digits, e.g. 01),age,gender (m/f/-),normal or corrected-to-normal vision (y/n),normal colour vision (y/n),date,expName,frameRate,
stimuli/rgb_scene000147_render000003.png,stimuli/rgb_scene000147_render000004.png,0,0,0,99,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000169_render000004.png,stimuli/rgb_scene000169_render000006.png,0,1,1,187,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000165_render000000.png,stimuli/rgb_scene000165_render000005.png,0,2,2,151,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000165_render000001.png,stimuli/rgb_scene000165_render000003.png,0,3,3,154,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000150_render000003.png,stimuli/rgb_scene000150_render000004.png,0,4,4,120,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000066_render000002.png,stimuli/rgb_scene000066_render000005.png,0,5,5,76,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000160_render000001.png,stimuli/rgb_scene000160_render000003.png,0,6,6,133,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000042_render000001.png,stimuli/rgb_scene000042_render000002.png,0,7,7,6,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000150_render000002.png,stimuli/rgb_scene000150_render000003.png,0,8,8,116,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000147_render000001.png,stimuli/rgb_scene000147_render000005.png,0,9,9,93,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000169_render000000.png,stimuli/rgb_scene000169_render000002.png,0,10,10,169,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000047_render000001.png,stimuli/rgb_scene000047_render000003.png,0,11,11,28,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000196_render000000.png,stimuli/rgb_scene000196_render000001.png,0,12,12,189,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000196_render000000.png,stimuli/rgb_scene000196_render000002.png,0,13,13,190,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000042_render000005.png,stimuli/rgb_scene000042_render000006.png,0,14,14,20,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000056_render000003.png,stimuli/rgb_scene000056_render000004.png,0,15,15,57,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000066_render000002.png,stimuli/rgb_scene000066_render000006.png,0,16,16,77,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000042_render000004.png,stimuli/rgb_scene000042_render000005.png,0,17,17,18,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000150_render000004.png,stimuli/rgb_scene000150_render000006.png,0,18,18,124,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000056_render000003.png,stimuli/rgb_scene000056_render000005.png,0,19,19,58,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000196_render000004.png,stimuli/rgb_scene000196_render000005.png,0,20,20,207,"[1, 0]",right,0,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000160_render000005.png,stimuli/rgb_scene000160_render000006.png,0,21,21,146,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000165_render000003.png,stimuli/rgb_scene000165_render000006.png,0,22,22,164,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000147_render000000.png,stimuli/rgb_scene000147_render000004.png,0,23,23,87,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000147_render000002.png,stimuli/rgb_scene000147_render000006.png,0,24,24,98,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000196_render000001.png,stimuli/rgb_scene000196_render000006.png,0,25,25,199,"[0, 1]",left,0,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000047_render000002.png,stimuli/rgb_scene000047_render000003.png,0,26,26,32,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000169_render000000.png,stimuli/rgb_scene000169_render000006.png,0,27,27,173,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000056_render000001.png,stimuli/rgb_scene000056_render000002.png,0,28,28,48,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000160_render000004.png,stimuli/rgb_scene000160_render000006.png,0,29,29,145,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000056_render000004.png,stimuli/rgb_scene000056_render000006.png,0,30,30,61,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000196_render000000.png,stimuli/rgb_scene000196_render000004.png,0,31,31,192,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000056_render000001.png,stimuli/rgb_scene000056_render000005.png,0,32,32,51,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000165_render000000.png,stimuli/rgb_scene000165_render000006.png,0,33,33,152,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000047_render000002.png,stimuli/rgb_scene000047_render000005.png,0,34,34,34,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000047_render000000.png,stimuli/rgb_scene000047_render000006.png,0,35,35,26,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000160_render000002.png,stimuli/rgb_scene000160_render000004.png,0,36,36,138,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000056_render000000.png,stimuli/rgb_scene000056_render000003.png,0,37,37,44,"[1, 0]",right,0,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000056_render000002.png,stimuli/rgb_scene000056_render000004.png,0,38,38,54,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000165_render000002.png,stimuli/rgb_scene000165_render000005.png,0,39,39,160,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000169_render000002.png,stimuli/rgb_scene000169_render000004.png,0,40,40,180,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000066_render000001.png,stimuli/rgb_scene000066_render000004.png,0,41,41,71,"[1, 0]",left,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000196_render000002.png,stimuli/rgb_scene000196_render000005.png,0,42,42,202,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000066_render000002.png,stimuli/rgb_scene000066_render000003.png,0,43,43,74,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
stimuli/rgb_scene000042_render000003.png,stimuli/rgb_scene000042_render000005.png,0,44,44,16,"[0, 1]",right,1,20,20,f,y,y,2019_Jul_11_1451,2AFC_task,59.962355583859924,
