stimOne,stimTwo,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,presentation_positions,resp_key,corresponding_image,participant ID (two digits, e.g. 01),age,gender (m/f/-),normal or corrected-to-normal vision (y/n),normal colour vision (y/n),date,expName,frameRate,
stimuli/rgb_scene000160_render000005.png,stimuli/rgb_scene000160_render000006.png,0,0,0,146,"[1, 0]",left,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000160_render000004.png,stimuli/rgb_scene000160_render000005.png,0,1,1,144,"[0, 1]",right,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000066_render000002.png,stimuli/rgb_scene000066_render000004.png,0,2,2,75,"[1, 0]",left,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000042_render000001.png,stimuli/rgb_scene000042_render000002.png,0,3,3,6,"[0, 1]",right,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000147_render000004.png,stimuli/rgb_scene000147_render000006.png,0,4,4,103,"[1, 0]",left,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000047_render000001.png,stimuli/rgb_scene000047_render000006.png,0,5,5,31,"[1, 0]",left,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000169_render000001.png,stimuli/rgb_scene000169_render000006.png,0,6,6,178,"[0, 1]",right,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000056_render000003.png,stimuli/rgb_scene000056_render000004.png,0,7,7,57,"[0, 1]",right,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000169_render000002.png,stimuli/rgb_scene000169_render000003.png,0,8,8,179,"[0, 1]",right,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000196_render000000.png,stimuli/rgb_scene000196_render000002.png,0,9,9,190,"[0, 1]",left,0,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000147_render000001.png,stimuli/rgb_scene000147_render000003.png,0,10,10,91,"[1, 0]",left,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000147_render000002.png,stimuli/rgb_scene000147_render000003.png,0,11,11,95,"[0, 1]",right,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000160_render000002.png,stimuli/rgb_scene000160_render000003.png,0,12,12,137,"[1, 0]",left,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000165_render000000.png,stimuli/rgb_scene000165_render000001.png,0,13,13,147,"[0, 1]",right,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000150_render000003.png,stimuli/rgb_scene000150_render000005.png,0,14,14,121,"[1, 0]",left,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000160_render000002.png,stimuli/rgb_scene000160_render000005.png,0,15,15,139,"[0, 1]",right,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000147_render000000.png,stimuli/rgb_scene000147_render000002.png,0,16,16,85,"[1, 0]",left,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000165_render000001.png,stimuli/rgb_scene000165_render000004.png,0,17,17,155,"[1, 0]",left,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
stimuli/rgb_scene000147_render000001.png,stimuli/rgb_scene000147_render000006.png,0,18,18,94,"[1, 0]",left,1,43,22,f,y,y,2019_Jul_12_1014,2AFC_task,59.98793042728005,
