stimOne,stimTwo,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,presentation_positions,resp_key,corresponding_image,participant ID (two digits, e.g. 01),age,gender (m/f/-),normal or corrected-to-normal vision (y/n),normal colour vision (y/n),date,expName,frameRate,
stimuli/rgb_scene000165_render000001.png,stimuli/rgb_scene000165_render000005.png,0,0,0,156,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1341,2AFC_task,59.96738973298241,
stimuli/rgb_scene000165_render000003.png,stimuli/rgb_scene000165_render000006.png,0,1,1,164,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1341,2AFC_task,59.96738973298241,
stimuli/rgb_scene000047_render000004.png,stimuli/rgb_scene000047_render000006.png,0,2,2,40,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1341,2AFC_task,59.96738973298241,
stimuli/rgb_scene000165_render000001.png,stimuli/rgb_scene000165_render000002.png,0,3,3,153,"[0, 1]",right,1,38,24,m,y,y,2019_Jul_12_1341,2AFC_task,59.96738973298241,
stimuli/rgb_scene000196_render000002.png,stimuli/rgb_scene000196_render000006.png,0,4,4,203,"[1, 0]",right,0,38,24,m,y,y,2019_Jul_12_1341,2AFC_task,59.96738973298241,
stimuli/rgb_scene000042_render000000.png,stimuli/rgb_scene000042_render000006.png,0,5,5,5,"[0, 1]",right,1,38,24,m,y,y,2019_Jul_12_1341,2AFC_task,59.96738973298241,
stimuli/rgb_scene000147_render000000.png,stimuli/rgb_scene000147_render000001.png,0,6,6,84,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1341,2AFC_task,59.96738973298241,
stimuli/rgb_scene000165_render000001.png,stimuli/rgb_scene000165_render000004.png,0,7,7,155,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1341,2AFC_task,59.96738973298241,
stimuli/rgb_scene000150_render000001.png,stimuli/rgb_scene000150_render000006.png,0,8,8,115,"[1, 0]",left,1,38,24,m,y,y,2019_Jul_12_1341,2AFC_task,59.96738973298241,
stimuli/rgb_scene000165_render000001.png,stimuli/rgb_scene000165_render000003.png,0,9,9,154,"[0, 1]",right,1,38,24,m,y,y,2019_Jul_12_1341,2AFC_task,59.96738973298241,
stimuli/rgb_scene000160_render000004.png,stimuli/rgb_scene000160_render000005.png,0,10,10,144,"[0, 1]",right,1,38,24,m,y,y,2019_Jul_12_1341,2AFC_task,59.96738973298241,
stimuli/rgb_scene000160_render000002.png,stimuli/rgb_scene000160_render000006.png,0,11,11,140,"[0, 1]",right,1,38,24,m,y,y,2019_Jul_12_1341,2AFC_task,59.96738973298241,
