stimOne,stimTwo,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,presentation_positions,resp_key,corresponding_image,participant ID (two digits, e.g. 01),age,gender (m/f/-),normal or corrected-to-normal vision (y/n),normal colour vision (y/n),date,expName,frameRate,
stimuli/rgb_scene000169_render000000.png,stimuli/rgb_scene000169_render000005.png,0,0,0,172,"[1, 0]",right,0,11,22,f,y,y,2019_Jul_11_1009,2AFC_task,59.948875572531655,
stimuli/rgb_scene000047_render000003.png,stimuli/rgb_scene000047_render000005.png,0,1,1,37,"[0, 1]",right,1,11,22,f,y,y,2019_Jul_11_1009,2AFC_task,59.948875572531655,
stimuli/rgb_scene000042_render000002.png,stimuli/rgb_scene000042_render000004.png,0,2,2,12,"[1, 0]",left,1,11,22,f,y,y,2019_Jul_11_1009,2AFC_task,59.948875572531655,
stimuli/rgb_scene000150_render000005.png,stimuli/rgb_scene000150_render000006.png,0,3,3,125,"[1, 0]",right,0,11,22,f,y,y,2019_Jul_11_1009,2AFC_task,59.948875572531655,
stimuli/rgb_scene000047_render000002.png,stimuli/rgb_scene000047_render000005.png,0,4,4,34,"[0, 1]",right,1,11,22,f,y,y,2019_Jul_11_1009,2AFC_task,59.948875572531655,
stimuli/rgb_scene000196_render000000.png,stimuli/rgb_scene000196_render000004.png,0,5,5,192,"[0, 1]",left,0,11,22,f,y,y,2019_Jul_11_1009,2AFC_task,59.948875572531655,
stimuli/rgb_scene000160_render000002.png,stimuli/rgb_scene000160_render000005.png,0,6,6,139,"[1, 0]",left,1,11,22,f,y,y,2019_Jul_11_1009,2AFC_task,59.948875572531655,
stimuli/rgb_scene000042_render000003.png,stimuli/rgb_scene000042_render000005.png,0,7,7,16,"[1, 0]",left,1,11,22,f,y,y,2019_Jul_11_1009,2AFC_task,59.948875572531655,
stimuli/rgb_scene000196_render000002.png,stimuli/rgb_scene000196_render000003.png,0,8,8,200,"[0, 1]",right,1,11,22,f,y,y,2019_Jul_11_1009,2AFC_task,59.948875572531655,
stimuli/rgb_scene000066_render000002.png,stimuli/rgb_scene000066_render000006.png,0,9,9,77,"[1, 0]",left,1,11,22,f,y,y,2019_Jul_11_1009,2AFC_task,59.948875572531655,
stimuli/rgb_scene000047_render000002.png,stimuli/rgb_scene000047_render000004.png,0,10,10,33,"[0, 1]",right,1,11,22,f,y,y,2019_Jul_11_1009,2AFC_task,59.948875572531655,
stimuli/rgb_scene000047_render000001.png,stimuli/rgb_scene000047_render000004.png,0,11,11,29,"[1, 0]",left,1,11,22,f,y,y,2019_Jul_11_1009,2AFC_task,59.948875572531655,
