stimOne,stimTwo,stimThree,stimFour,stimFive,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,presentation_positions,placement_order,participant ID (two digits, e.g. 01),age,gender (m/f/-),normal or corrected-to-normal vision (y/n),normal colour vision (y/n),date,expName,frameRate,
stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED07_STEP00.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED07_STEP01.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED07_STEP02.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED07_STEP03.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED07_STEP04.png,0,0,0,38,"[0, 2, 1, 4, 3]","[5, 2, 3, 1, 4]",14,25,m,y,y,2019_Apr_08_1433,gloss_ordering_task,59.95996815885059,
stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-03_SEED00_STEP00.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-03_SEED00_STEP01.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-03_SEED00_STEP02.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-03_SEED00_STEP03.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-03_SEED00_STEP04.png,0,1,1,24,"[3, 2, 4, 1, 0]","[1, 2, 3, 4, 5]",14,25,m,y,y,2019_Apr_08_1433,gloss_ordering_task,59.95996815885059,
stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-01_SEED09_STEP00.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-01_SEED09_STEP01.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-01_SEED09_STEP02.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-01_SEED09_STEP03.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-01_SEED09_STEP04.png,0,2,2,15,"[1, 0, 4, 2, 3]","[2, 1, 3, 4, 5]",14,25,m,y,y,2019_Apr_08_1433,gloss_ordering_task,59.95996815885059,
stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED09_STEP00.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED09_STEP01.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED09_STEP02.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED09_STEP03.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED09_STEP04.png,0,3,3,39,"[0, 2, 3, 1, 4]","[5, 4, 3, 2, 1]",14,25,m,y,y,2019_Apr_08_1433,gloss_ordering_task,59.95996815885059,
stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-06_SEED05_STEP00.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-06_SEED05_STEP01.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-06_SEED05_STEP02.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-06_SEED05_STEP03.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-06_SEED05_STEP04.png,0,4,4,52,"[0, 4, 1, 3, 2]","[1, 3, 2, 4, 5]",14,25,m,y,y,2019_Apr_08_1433,gloss_ordering_task,59.95996815885059,
stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-00_SEED06_STEP00.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-00_SEED06_STEP01.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-00_SEED06_STEP02.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-00_SEED06_STEP03.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-00_SEED06_STEP04.png,0,5,5,5,"[2, 1, 0, 4, 3]","[1, 2, 3, 4, 5]",14,25,m,y,y,2019_Apr_08_1433,gloss_ordering_task,59.95996815885059,
stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED04_STEP00.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED04_STEP01.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED04_STEP02.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED04_STEP03.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-04_SEED04_STEP04.png,0,6,6,35,"[3, 4, 2, 1, 0]","[3, 2, 1, 4, 5]",14,25,m,y,y,2019_Apr_08_1433,gloss_ordering_task,59.95996815885059,
stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-01_SEED00_STEP00.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-01_SEED00_STEP01.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-01_SEED00_STEP02.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-01_SEED00_STEP03.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-01_SEED00_STEP04.png,0,7,7,8,"[4, 1, 3, 0, 2]","[1, 2, 3, 4, 5]",14,25,m,y,y,2019_Apr_08_1433,gloss_ordering_task,59.95996815885059,
stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-00_SEED02_STEP00.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-00_SEED02_STEP01.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-00_SEED02_STEP02.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-00_SEED02_STEP03.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-00_SEED02_STEP04.png,0,8,8,1,"[3, 1, 2, 4, 0]","[1, 2, 3, 4, 5]",14,25,m,y,y,2019_Apr_08_1433,gloss_ordering_task,59.95996815885059,
stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-09_SEED05_STEP00.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-09_SEED05_STEP01.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-09_SEED05_STEP02.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-09_SEED05_STEP03.png,stimuli\MODEL_filters-64_resnets-3_logmixes-12_latents-10_repeat-09_SEED05_STEP04.png,0,9,9,76,"[4, 3, 2, 0, 1]","[1, 2, 3, 4, 5]",14,25,m,y,y,2019_Apr_08_1433,gloss_ordering_task,59.95996815885059,
